-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1981 through 03/31/2021 
Location: Latitude  21.4484   Longitude -157.7559 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 28.59 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,PRECTOTCORR,WS10M
1982,12,22,22.28,7.47,4.97
1982,12,23,22.26,4.37,6.46
1982,12,24,22.43,28.81,4.33
1982,12,25,21.33,39.3,5.17
1982,12,26,22.21,2.21,5.92
1982,12,27,23.17,1.67,2.7
1982,12,28,22.12,16.81,5.14
1982,12,29,22.3,0.56,5.36
1982,12,30,22.77,1.0,3.55
1982,12,31,22.23,15.94,4.92
1983,1,1,22.28,47.09,6.17
1983,1,2,23.12,2.21,3.8
1983,1,3,22.9,17.33,2.98
1983,1,4,23.36,55.11,6.68
1983,1,5,22.99,3.44,7.08
1983,1,6,22.95,0.92,6.65
1983,1,7,22.67,5.59,8.54
1983,1,8,23.24,0.57,4.52
1983,1,9,22.95,0.22,2.28
1983,1,10,22.44,0.76,4.39
1983,1,11,22.19,3.7,6.68
1983,1,12,22.67,0.35,5.09
1983,1,13,22.69,0.22,4.09
1983,1,14,22.11,20.7,6.98
1983,1,15,22.73,20.29,4.31
1983,1,16,22.98,0.12,1.8
1983,1,17,22.6,22.37,3.24
1983,1,18,22.59,0.65,2.91
1983,1,19,23.09,0.12,4.46
1983,1,20,22.72,13.62,5.55
1983,1,21,22.92,2.29,2.82
1983,1,22,22.71,7.59,5.23
1983,1,23,22.53,5.99,5.66
1983,1,24,23.0,0.49,8.4
1983,1,25,22.12,0.0,7.27
1983,1,26,20.62,2.3,3.62
1983,1,27,20.87,1.1,5.81
1983,1,28,21.69,0.0,2.56
1983,1,29,22.71,3.62,3.42
1983,1,30,21.27,1.86,5.66
1983,1,31,20.9,9.16,7.12
1983,2,1,20.78,0.14,8.67
1983,2,2,21.69,0.51,5.25
1983,2,3,22.26,0.26,5.07
1983,2,4,22.54,26.29,5.41
1983,2,5,22.9,33.24,3.19
1983,2,6,23.19,0.2,2.48
1983,2,7,22.93,24.31,2.03
1983,2,8,22.33,0.01,3.0
1983,2,9,22.73,1.25,7.11
1983,2,10,20.9,1.5,7.55
1983,2,11,20.05,0.0,3.16
1983,2,12,21.66,0.37,4.27
1983,2,13,22.5,3.06,3.91
1983,2,14,22.92,6.47,2.31
1983,2,15,22.59,0.17,6.18
1983,2,16,22.23,18.06,6.18
1983,2,17,20.91,0.0,5.73
1983,2,18,22.08,3.62,1.43
1983,2,19,22.57,0.03,1.44
1983,2,20,22.58,0.11,3.34
1983,2,21,22.73,0.18,4.79
1983,2,22,21.76,8.04,3.97
1983,2,23,22.33,0.33,1.79
1983,2,24,22.89,0.12,1.47
1983,2,25,22.76,0.55,2.5
1983,2,26,21.76,0.43,3.42
1983,2,27,22.06,7.47,5.55
1983,2,28,20.53,20.3,4.58
1983,3,1,21.5,23.66,2.44
1983,3,2,22.4,6.78,1.87
1983,3,3,22.68,4.63,5.23
1983,3,4,23.06,3.04,5.3
1983,3,5,23.21,0.02,3.82
1983,3,6,23.51,1.75,3.77
1983,3,7,23.81,20.37,5.48
1983,3,8,23.65,0.32,2.23
1983,3,9,23.28,13.61,2.46
1983,3,10,23.5,0.32,4.15
1983,3,11,23.74,0.2,6.14
1983,3,12,22.57,3.72,4.36
1983,3,13,22.65,0.98,3.06
1983,3,14,22.8,0.58,6.87
1983,3,15,19.48,0.0,9.53
1983,3,16,20.01,5.7,7.84
1983,3,17,21.34,0.43,7.21
1983,3,18,21.48,0.2,7.21
1983,3,19,21.14,10.88,6.7
1983,3,20,21.9,1.34,5.45
1983,3,21,22.46,0.1,3.92
1983,3,22,22.27,0.85,5.51
1983,3,23,22.39,60.86,7.58
1983,3,24,22.95,1.72,5.02
1983,3,25,22.5,0.03,5.23
1983,3,26,22.33,0.01,5.59
1983,3,27,22.42,0.05,5.52
1983,3,28,22.84,0.04,3.48
1983,3,29,22.4,0.02,4.7
1983,3,30,23.03,0.08,4.49
1983,3,31,22.52,0.92,4.75
1983,4,1,22.97,22.84,5.91
1983,4,2,23.14,3.63,5.95
1983,4,3,23.55,0.37,3.54
1983,4,4,23.4,0.37,4.49
1983,4,5,23.51,0.19,3.11
1983,4,6,23.98,0.51,1.66
1983,4,7,23.63,60.86,3.42
1983,4,8,21.45,5.53,6.41
1983,4,9,21.32,0.05,5.22
1983,4,10,22.33,0.17,6.14
1983,4,11,23.04,0.17,6.66
1983,4,12,23.23,0.06,5.7
1983,4,13,23.39,0.12,6.3
1983,4,14,23.52,2.9,9.08
1983,4,15,23.12,0.39,8.55
1983,4,16,22.38,1.0,8.27
1983,4,17,22.23,23.81,8.15
1983,4,18,21.83,61.4,7.94
1983,4,19,22.24,14.77,7.26
1983,4,20,22.12,28.07,7.53
1983,4,21,22.43,6.43,8.87
1983,4,22,22.59,0.64,8.64
1983,4,23,22.88,0.29,7.59
1983,4,24,22.83,0.97,7.84
1983,4,25,22.22,0.54,7.29
1983,4,26,22.02,1.35,8.76
1983,4,27,21.79,1.39,9.37
1983,4,28,21.91,2.81,9.38
1983,4,29,21.93,2.12,9.36
1983,4,30,22.15,79.86,8.73
1983,5,1,22.37,8.19,9.39
1983,5,2,22.37,2.7,9.22
1983,5,3,22.62,0.51,9.61
1983,5,4,22.62,0.14,9.23
1983,5,5,22.57,0.27,8.77
1983,5,6,22.39,5.84,8.39
1983,5,7,22.98,1.59,7.38
1983,5,8,23.4,0.12,4.97
1983,5,9,23.48,0.1,4.45
1983,5,10,23.65,0.07,6.84
1983,5,11,23.58,0.03,7.62
1983,5,12,23.32,0.16,7.86
1983,5,13,23.32,0.07,7.77
1983,5,14,23.41,0.03,6.69
1983,5,15,23.4,0.02,6.48
1983,5,16,23.09,6.12,6.42
1983,5,17,23.38,0.49,5.94
1983,5,18,23.74,0.04,4.72
1983,5,19,23.78,0.1,4.87
1983,5,20,22.64,0.13,6.09
1983,5,21,21.78,0.3,6.32
1983,5,22,21.76,0.12,6.24
1983,5,23,22.17,0.02,7.57
1983,5,24,22.25,0.15,8.71
1983,5,25,22.16,0.25,8.4
1983,5,26,22.44,0.4,7.34
1983,5,27,22.46,0.42,4.21
1983,5,28,22.84,0.03,4.13
1983,5,29,23.09,0.05,6.21
1983,5,30,23.12,0.2,6.84
1983,5,31,23.44,0.9,7.28
1983,6,1,23.32,0.84,8.07
1983,6,2,23.8,0.44,7.27
1983,6,3,23.6,0.13,6.7
1983,6,4,23.7,3.62,6.54
1983,6,5,23.91,0.27,6.5
1983,6,6,23.82,0.18,7.46
1983,6,7,23.02,0.13,8.0
1983,6,8,23.56,0.19,7.94
1983,6,9,23.76,0.23,7.76
1983,6,10,23.96,0.15,8.44
1983,6,11,24.0,0.12,8.12
1983,6,12,23.93,0.2,6.36
1983,6,13,23.23,0.1,6.62
1983,6,14,23.79,0.11,7.14
1983,6,15,24.03,0.02,8.0
1983,6,16,24.14,0.04,8.74
1983,6,17,24.48,0.07,9.32
1983,6,18,24.4,0.05,10.02
1983,6,19,24.34,0.19,9.31
1983,6,20,24.1,0.05,9.07
1983,6,21,24.23,0.04,8.34
1983,6,22,24.11,0.03,8.72
1983,6,23,23.67,0.04,8.48
1983,6,24,23.89,1.19,8.9
1983,6,25,24.15,0.21,8.95
1983,6,26,24.21,0.07,7.41
1983,6,27,24.05,4.41,7.5
1983,6,28,23.99,0.03,8.27
1983,6,29,24.28,0.07,7.95
1983,6,30,24.27,0.1,7.28
1983,7,1,24.1,0.44,7.33
1983,7,2,24.08,3.74,8.2
1983,7,3,24.33,0.33,8.73
1983,7,4,24.48,0.42,10.26
1983,7,5,24.48,0.43,10.2
1983,7,6,24.4,3.42,10.01
1983,7,7,24.34,2.74,9.83
1983,7,8,24.59,0.42,9.12
1983,7,9,24.43,0.33,8.65
1983,7,10,24.43,0.29,9.26
1983,7,11,24.55,0.23,8.33
1983,7,12,24.72,0.32,8.96
1983,7,13,24.8,0.15,9.57
1983,7,14,24.82,14.3,9.87
1983,7,15,24.81,32.11,8.41
1983,7,16,24.62,3.62,7.01
1983,7,17,24.48,0.54,7.05
1983,7,18,24.52,0.38,7.26
1983,7,19,24.81,0.66,7.25
1983,7,20,24.95,0.31,6.66
1983,7,21,24.8,0.27,6.43
1983,7,22,24.53,0.22,7.35
1983,7,23,24.51,0.14,8.23
1983,7,24,24.92,0.17,9.18
1983,7,25,24.82,0.08,8.88
1983,7,26,24.67,0.11,8.82
1983,7,27,24.44,0.07,7.79
1983,7,28,24.4,1.88,7.3
1983,7,29,24.76,0.61,8.58
1983,7,30,24.79,2.13,8.26
1983,7,31,24.87,0.32,7.95
1983,8,1,25.02,0.11,8.39
1983,8,2,25.05,9.28,6.55
1983,8,3,25.41,4.65,3.48
1983,8,4,25.11,0.43,8.69
1983,8,5,24.6,81.78,8.97
1983,8,6,24.62,0.45,8.68
1983,8,7,24.37,0.06,7.09
1983,8,8,24.02,0.01,6.7
1983,8,9,24.33,0.52,7.27
1983,8,10,24.38,0.8,7.27
1983,8,11,24.72,2.12,8.2
1983,8,12,25.11,7.17,8.87
1983,8,13,24.63,13.93,7.39
1983,8,14,24.22,1.14,6.95
1983,8,15,24.37,0.16,7.18
1983,8,16,24.63,1.0,7.99
1983,8,17,24.57,0.21,8.69
1983,8,18,24.37,2.16,7.3
1983,8,19,24.23,0.07,6.5
1983,8,20,24.19,0.06,6.24
1983,8,21,24.41,8.29,5.36
1983,8,22,24.46,1.58,4.48
1983,8,23,24.9,2.63,6.41
1983,8,24,25.12,23.72,8.19
1983,8,25,24.78,16.04,8.17
1983,8,26,24.68,7.66,8.8
1983,8,27,25.01,1.85,8.87
1983,8,28,24.9,0.41,8.76
1983,8,29,24.57,0.31,8.45
1983,8,30,24.48,0.58,7.97
1983,8,31,24.55,0.31,6.75
1983,9,1,24.48,0.15,5.94
1983,9,2,24.55,8.08,6.11
1983,9,3,25.06,0.91,6.72
1983,9,4,24.94,0.32,4.28
1983,9,5,24.9,0.29,5.42
1983,9,6,25.12,0.19,6.4
1983,9,7,25.31,0.67,8.62
1983,9,8,25.4,0.18,9.37
1983,9,9,24.98,0.44,8.61
1983,9,10,24.9,0.58,7.91
1983,9,11,24.76,0.2,7.55
1983,9,12,24.45,1.91,7.78
1983,9,13,24.17,1.89,7.34
1983,9,14,24.77,0.36,7.88
1983,9,15,24.55,2.01,7.06
1983,9,16,24.87,0.61,7.27
1983,9,17,25.15,0.75,8.13
1983,9,18,24.4,0.13,6.63
1983,9,19,24.08,0.22,5.83
1983,9,20,23.78,2.33,6.73
1983,9,21,23.87,16.57,6.83
1983,9,22,23.71,6.48,6.41
1983,9,23,24.49,0.6,3.53
1983,9,24,25.08,0.23,3.78
1983,9,25,25.17,0.2,6.93
1983,9,26,24.89,1.23,7.43
1983,9,27,25.12,0.47,7.94
1983,9,28,25.12,1.8,8.44
1983,9,29,25.06,2.53,8.55
1983,9,30,24.51,1.28,7.98
1983,10,1,24.53,0.86,9.23
1983,10,2,24.62,0.78,7.99
1983,10,3,24.53,0.4,7.62
1983,10,4,24.36,0.78,6.34
1983,10,5,24.17,1.7,5.72
1983,10,6,24.34,10.62,7.11
1983,10,7,24.56,6.84,9.35
1983,10,8,23.92,11.88,8.43
1983,10,9,23.75,1.0,7.27
1983,10,10,23.94,6.17,7.7
1983,10,11,23.83,0.49,6.66
1983,10,12,24.27,0.55,5.54
1983,10,13,24.62,0.66,5.69
1983,10,14,24.45,0.88,7.31
1983,10,15,24.53,0.32,8.31
1983,10,16,24.65,1.32,8.01
1983,10,17,24.4,0.5,6.89
1983,10,18,24.29,0.08,6.69
1983,10,19,24.51,0.24,6.27
1983,10,20,24.82,0.19,6.77
1983,10,21,24.62,0.03,8.25
1983,10,22,24.28,10.45,9.48
1983,10,23,24.31,4.64,9.54
1983,10,24,24.33,0.82,8.27
1983,10,25,23.99,0.08,7.91
1983,10,26,23.63,0.42,9.89
1983,10,27,23.04,0.12,9.21
1983,10,28,23.22,0.04,7.9
1983,10,29,23.85,11.57,7.79
1983,10,30,23.44,0.95,7.65
1983,10,31,23.29,0.2,8.45
1983,11,1,23.85,0.89,7.41
1983,11,2,23.83,0.46,7.74
1983,11,3,23.9,11.69,7.74
1983,11,4,24.01,3.0,6.39
1983,11,5,23.8,0.97,6.16
1983,11,6,23.85,0.44,6.3
1983,11,7,23.87,0.14,5.47
1983,11,8,23.76,0.44,3.57
1983,11,9,24.16,0.95,2.2
1983,11,10,24.39,0.58,3.47
1983,11,11,23.83,0.88,7.04
1983,11,12,23.65,0.94,8.62
1983,11,13,24.36,1.13,5.82
1983,11,14,23.83,0.21,3.99
1983,11,15,23.47,0.22,4.71
1983,11,16,24.05,30.34,4.62
1983,11,17,24.51,9.97,2.34
1983,11,18,24.23,0.93,1.38
1983,11,19,25.0,2.8,4.63
1983,11,20,24.63,0.53,6.34
1983,11,21,24.64,0.39,6.75
1983,11,22,24.33,5.49,6.05
1983,11,23,23.44,14.69,8.1
1983,11,24,23.8,0.93,6.61
1983,11,25,23.94,0.32,5.77
1983,11,26,24.23,0.24,3.31
1983,11,27,24.01,0.04,2.95
1983,11,28,24.09,1.72,2.26
1983,11,29,23.57,1.25,5.82
1983,11,30,23.9,4.96,5.74
1983,12,1,24.13,1.02,2.44
1983,12,2,24.42,0.17,3.44
1983,12,3,24.42,0.77,4.35
1983,12,4,24.53,0.38,2.52
1983,12,5,23.87,0.18,3.3
1983,12,6,23.69,0.13,5.3
1983,12,7,23.61,0.06,4.3
1983,12,8,23.7,1.07,5.1
1983,12,9,24.14,16.95,5.24
1983,12,10,24.05,2.76,6.93
1983,12,11,24.62,0.12,2.75
1983,12,12,24.3,1.32,3.95
1983,12,13,22.94,32.94,6.19
1983,12,14,21.94,0.05,4.31
1983,12,15,22.09,21.65,3.21
1983,12,16,22.44,6.35,4.92
1983,12,17,22.15,0.01,2.88
1983,12,18,22.64,0.5,3.14
1983,12,19,22.05,8.81,5.97
1983,12,20,21.51,0.01,4.51
1983,12,21,22.04,10.9,6.96
1983,12,22,21.18,0.69,4.34
1983,12,23,21.75,6.53,3.18
1983,12,24,23.27,7.76,7.99
1983,12,25,23.65,23.04,7.39
1983,12,26,23.61,4.23,7.58
1983,12,27,23.73,0.05,7.22
1983,12,28,23.37,3.5,4.62
1983,12,29,23.51,0.98,3.51
1983,12,30,23.4,0.7,4.96
1983,12,31,23.8,5.47,5.29
1984,1,1,23.46,2.87,2.84
1984,1,2,23.71,0.89,1.25
1984,1,3,23.05,0.92,3.17
1984,1,4,22.83,1.69,5.1
1984,1,5,21.73,6.48,9.6
1984,1,6,22.4,2.95,7.59
1984,1,7,22.72,9.07,3.62
1984,1,8,22.44,0.01,3.56
1984,1,9,22.9,0.04,3.53
1984,1,10,22.76,0.04,3.38
1984,1,11,22.24,29.99,3.58
1984,1,12,22.08,5.99,7.27
1984,1,13,21.88,2.08,7.73
1984,1,14,23.03,10.54,5.03
1984,1,15,22.5,22.2,4.18
1984,1,16,22.78,2.46,3.55
1984,1,17,23.3,1.65,5.75
1984,1,18,23.69,3.59,5.39
1984,1,19,23.69,2.36,3.11
1984,1,20,23.57,0.29,4.57
1984,1,21,23.51,3.89,6.97
1984,1,22,23.4,0.27,6.85
1984,1,23,23.47,4.39,7.76
1984,1,24,23.16,16.94,8.81
1984,1,25,23.04,0.06,8.04
1984,1,26,23.01,0.19,7.84
1984,1,27,23.08,9.25,8.21
1984,1,28,22.83,6.28,8.55
1984,1,29,22.58,1.43,8.27
1984,1,30,22.3,0.12,7.69
1984,1,31,23.19,0.81,8.08
1984,2,1,23.8,1.04,6.16
1984,2,2,22.92,1.23,6.59
1984,2,3,21.08,0.01,5.98
1984,2,4,21.19,0.04,3.82
1984,2,5,20.98,0.25,5.57
1984,2,6,20.59,0.68,4.18
1984,2,7,21.97,0.34,5.23
1984,2,8,22.17,0.44,6.88
1984,2,9,22.15,5.0,8.55
1984,2,10,23.09,0.2,6.36
1984,2,11,23.33,0.0,4.41
1984,2,12,23.01,0.25,5.98
1984,2,13,23.24,0.11,5.22
1984,2,14,22.94,0.63,7.5
1984,2,15,23.05,0.14,9.02
1984,2,16,23.03,3.31,7.94
1984,2,17,23.13,0.64,7.66
1984,2,18,23.0,0.01,7.59
1984,2,19,22.9,0.28,8.5
1984,2,20,22.74,0.4,9.35
1984,2,21,22.48,28.38,9.23
1984,2,22,22.76,13.34,7.5
1984,2,23,22.94,1.57,7.55
1984,2,24,22.4,0.42,7.09
1984,2,25,22.15,0.74,6.43
1984,2,26,22.05,8.49,6.31
1984,2,27,22.55,0.86,6.37
1984,2,28,22.69,0.1,4.48
1984,2,29,22.92,0.29,1.1
1984,3,1,23.25,0.25,4.1
1984,3,2,23.24,0.41,5.38
1984,3,3,23.18,0.13,5.48
1984,3,4,22.56,10.23,4.18
1984,3,5,22.74,0.15,2.45
1984,3,6,23.22,11.14,1.27
1984,3,7,23.05,3.7,1.96
1984,3,8,23.09,15.78,2.5
1984,3,9,23.56,0.17,2.66
1984,3,10,23.75,0.02,3.22
1984,3,11,23.62,13.52,3.7
1984,3,12,23.51,14.76,5.26
1984,3,13,23.72,0.03,5.34
1984,3,14,23.9,0.12,5.77
1984,3,15,23.94,28.1,5.81
1984,3,16,23.73,11.9,6.16
1984,3,17,23.88,0.0,3.23
1984,3,18,23.92,0.02,4.14
1984,3,19,23.57,0.69,7.2
1984,3,20,24.1,0.17,6.62
1984,3,21,23.87,0.0,5.26
1984,3,22,23.49,26.81,6.48
1984,3,23,23.2,27.22,7.62
1984,3,24,23.49,0.11,8.12
1984,3,25,23.83,0.01,5.72
1984,3,26,23.65,0.05,6.24
1984,3,27,23.19,0.07,8.77
1984,3,28,23.34,0.13,9.53
1984,3,29,23.39,0.15,9.05
1984,3,30,23.39,9.44,8.98
1984,3,31,23.37,1.09,8.95
1984,4,1,23.49,0.63,8.92
1984,4,2,23.22,0.12,9.29
1984,4,3,23.4,0.03,9.67
1984,4,4,23.01,0.08,9.24
1984,4,5,22.76,0.01,9.02
1984,4,6,23.23,0.03,8.96
1984,4,7,23.12,0.1,9.23
1984,4,8,23.15,0.05,9.8
1984,4,9,23.07,1.08,10.28
1984,4,10,23.35,2.19,9.68
1984,4,11,23.69,1.08,8.48
1984,4,12,23.22,0.28,6.3
1984,4,13,23.16,0.22,7.73
1984,4,14,22.33,0.11,10.09
1984,4,15,22.18,0.09,9.52
1984,4,16,22.57,1.4,10.2
1984,4,17,23.16,5.29,9.86
1984,4,18,23.48,1.32,9.5
1984,4,19,23.59,0.24,6.44
1984,4,20,23.55,1.2,7.59
1984,4,21,23.23,0.07,8.53
1984,4,22,23.23,1.71,8.38
1984,4,23,23.19,0.59,7.2
1984,4,24,23.68,0.07,4.72
1984,4,25,23.65,0.23,3.43
1984,4,26,23.96,1.42,2.16
1984,4,27,23.38,0.89,5.6
1984,4,28,23.04,0.12,7.99
1984,4,29,23.04,0.17,9.05
1984,4,30,23.12,0.07,8.77
1984,5,1,23.33,0.09,8.42
1984,5,2,23.5,1.12,7.32
1984,5,3,23.21,1.97,6.27
1984,5,4,23.55,5.75,4.66
1984,5,5,23.93,3.07,3.93
1984,5,6,23.62,1.72,4.74
1984,5,7,23.41,3.85,6.27
1984,5,8,23.88,1.51,6.84
1984,5,9,23.99,0.11,6.59
1984,5,10,23.63,0.09,5.57
1984,5,11,23.91,0.01,3.66
1984,5,12,23.77,0.01,4.85
1984,5,13,23.87,0.03,6.82
1984,5,14,23.95,0.01,8.45
1984,5,15,23.47,0.02,8.54
1984,5,16,23.61,0.01,7.87
1984,5,17,23.6,0.04,7.69
1984,5,18,23.98,0.01,8.8
1984,5,19,23.84,0.02,9.46
1984,5,20,23.98,0.06,9.69
1984,5,21,24.15,0.23,8.26
1984,5,22,24.18,0.61,8.21
1984,5,23,24.2,2.36,7.88
1984,5,24,24.6,1.43,5.06
1984,5,25,24.18,0.22,5.69
1984,5,26,24.57,0.05,5.8
1984,5,27,24.36,0.04,6.63
1984,5,28,24.02,0.08,7.5
1984,5,29,23.93,0.07,8.76
1984,5,30,24.25,0.05,7.73
1984,5,31,24.33,0.13,7.3
1984,6,1,24.3,0.24,7.52
1984,6,2,24.04,0.94,8.05
1984,6,3,24.5,0.25,8.49
1984,6,4,24.5,0.88,7.25
1984,6,5,24.2,0.6,7.62
1984,6,6,24.49,0.1,7.31
1984,6,7,24.49,0.69,8.12
1984,6,8,24.82,1.93,7.25
1984,6,9,24.94,2.84,7.47
1984,6,10,24.81,0.28,8.38
1984,6,11,24.53,0.41,8.35
1984,6,12,24.61,0.08,8.47
1984,6,13,24.49,0.04,7.82
1984,6,14,24.32,2.17,7.62
1984,6,15,24.43,0.63,7.8
1984,6,16,24.5,0.19,7.84
1984,6,17,24.19,0.35,7.99
1984,6,18,24.3,0.38,7.3
1984,6,19,24.45,0.41,7.61
1984,6,20,24.47,0.49,7.33
1984,6,21,24.62,0.16,8.14
1984,6,22,24.65,0.46,8.06
1984,6,23,24.73,1.08,7.66
1984,6,24,23.94,1.29,7.08
1984,6,25,24.62,0.18,7.32
1984,6,26,24.65,0.07,7.26
1984,6,27,24.8,0.26,7.27
1984,6,28,24.78,0.08,8.06
1984,6,29,24.98,0.1,8.27
1984,6,30,24.62,0.04,7.27
1984,7,1,24.63,0.18,6.48
1984,7,2,24.53,0.13,6.71
1984,7,3,24.73,0.15,7.57
1984,7,4,24.69,0.54,6.96
1984,7,5,25.08,0.63,5.99
1984,7,6,25.07,4.17,4.94
1984,7,7,24.86,0.01,5.85
1984,7,8,24.86,0.03,5.83
1984,7,9,25.21,0.07,4.77
1984,7,10,25.0,7.4,4.13
1984,7,11,24.33,4.13,5.77
1984,7,12,24.41,0.7,6.61
1984,7,13,25.15,0.91,7.89
1984,7,14,24.83,0.69,7.65
1984,7,15,24.43,0.31,6.58
1984,7,16,24.88,0.55,7.6
1984,7,17,24.71,0.36,7.23
1984,7,18,24.65,0.25,7.25
1984,7,19,24.79,0.22,7.57
1984,7,20,24.9,0.42,5.71
1984,7,21,25.59,1.29,6.38
1984,7,22,25.27,0.37,7.69
1984,7,23,25.25,0.36,8.32
1984,7,24,25.45,1.0,7.46
1984,7,25,25.68,1.38,6.45
1984,7,26,25.18,0.6,7.57
1984,7,27,25.66,0.49,7.3
1984,7,28,25.57,0.26,7.66
1984,7,29,25.31,0.4,7.8
1984,7,30,25.23,0.2,7.14
1984,7,31,24.94,0.18,7.32
1984,8,1,25.24,2.58,7.38
1984,8,2,25.25,0.69,6.59
1984,8,3,25.15,0.88,7.74
1984,8,4,25.13,0.23,8.64
1984,8,5,25.32,0.58,7.64
1984,8,6,24.98,0.28,7.86
1984,8,7,25.08,0.21,6.91
1984,8,8,25.08,0.06,6.15
1984,8,9,25.12,0.04,6.2
1984,8,10,24.98,0.33,7.02
1984,8,11,24.91,0.54,8.15
1984,8,12,24.64,1.69,7.77
1984,8,13,24.83,0.78,7.45
1984,8,14,24.71,0.14,7.78
1984,8,15,24.79,0.34,7.77
1984,8,16,24.79,0.36,7.15
1984,8,17,24.94,0.25,6.73
1984,8,18,25.05,0.48,4.96
1984,8,19,24.74,0.61,3.67
1984,8,20,24.52,10.63,3.34
1984,8,21,24.5,0.75,4.45
1984,8,22,24.67,0.95,6.95
1984,8,23,24.99,1.61,8.31
1984,8,24,25.17,0.33,7.59
1984,8,25,25.48,0.25,6.39
1984,8,26,25.55,0.34,7.24
1984,8,27,25.44,0.37,6.69
1984,8,28,25.19,0.18,6.56
1984,8,29,25.51,0.05,5.46
1984,8,30,25.4,0.58,6.14
1984,8,31,25.3,1.5,6.62
1984,9,1,25.55,0.96,6.24
1984,9,2,25.34,1.93,5.37
1984,9,3,25.05,0.31,4.91
1984,9,4,25.12,3.22,5.61
1984,9,5,24.98,1.29,4.91
1984,9,6,25.24,0.42,5.48
1984,9,7,25.3,0.54,7.21
1984,9,8,25.23,0.6,7.45
1984,9,9,25.37,0.31,8.17
1984,9,10,25.45,1.25,7.66
1984,9,11,25.4,0.3,6.23
1984,9,12,25.49,0.21,5.02
1984,9,13,25.56,0.55,4.1
1984,9,14,25.44,0.69,4.86
1984,9,15,25.89,0.23,4.61
1984,9,16,25.69,0.04,5.48
1984,9,17,25.51,1.46,4.49
1984,9,18,25.69,1.96,3.55
1984,9,19,25.37,0.96,4.39
1984,9,20,25.27,1.22,4.8
1984,9,21,25.51,0.82,4.77
1984,9,22,25.33,0.36,4.83
1984,9,23,24.72,0.21,6.66
1984,9,24,25.35,0.26,6.8
1984,9,25,25.44,0.51,6.59
1984,9,26,25.48,0.31,6.31
1984,9,27,25.7,1.36,6.0
1984,9,28,25.82,2.07,6.68
1984,9,29,25.37,0.69,7.7
1984,9,30,25.2,0.27,6.5
1984,10,1,24.95,0.24,5.46
1984,10,2,25.35,0.08,5.26
1984,10,3,25.73,0.26,5.8
1984,10,4,25.89,2.06,2.56
1984,10,5,26.01,1.92,3.04
1984,10,6,26.36,0.44,4.72
1984,10,7,25.99,0.51,6.27
1984,10,8,25.69,1.11,7.84
1984,10,9,25.91,0.29,8.87
1984,10,10,25.98,2.05,8.18
1984,10,11,26.01,0.2,6.94
1984,10,12,26.21,1.76,5.71
1984,10,13,26.48,2.52,6.23
1984,10,14,25.8,2.95,4.12
1984,10,15,25.94,2.15,2.84
1984,10,16,25.82,3.28,3.69
1984,10,17,25.67,0.74,3.2
1984,10,18,26.5,0.14,1.64
1984,10,19,26.04,0.61,3.76
1984,10,20,26.08,0.56,3.02
1984,10,21,26.46,0.28,3.08
1984,10,22,26.16,0.45,3.41
1984,10,23,26.12,0.23,3.19
1984,10,24,25.96,0.07,4.82
1984,10,25,25.45,0.16,5.85
1984,10,26,25.21,0.18,5.99
1984,10,27,25.13,0.21,4.41
1984,10,28,25.82,0.11,2.06
1984,10,29,25.95,2.97,1.73
1984,10,30,26.11,1.82,2.88
1984,10,31,25.65,4.98,5.2
1984,11,1,24.98,0.95,7.26
1984,11,2,24.92,0.37,7.84
1984,11,3,25.23,0.35,6.05
1984,11,4,25.16,0.33,7.58
1984,11,5,24.94,0.36,8.17
1984,11,6,25.4,0.37,7.97
1984,11,7,25.78,0.83,7.51
1984,11,8,25.62,0.83,7.08
1984,11,9,25.26,0.99,6.84
1984,11,10,24.71,89.58,7.75
1984,11,11,24.81,3.34,8.19
1984,11,12,24.86,1.04,6.48
1984,11,13,24.48,5.66,5.7
1984,11,14,24.94,4.52,8.04
1984,11,15,25.07,0.94,9.05
1984,11,16,24.93,1.09,8.01
1984,11,17,24.89,0.18,8.73
1984,11,18,24.76,0.09,8.77
1984,11,19,24.67,0.16,10.17
1984,11,20,24.82,0.28,9.9
1984,11,21,24.83,0.35,8.98
1984,11,22,24.59,0.26,8.14
1984,11,23,24.55,0.4,7.87
1984,11,24,24.73,0.29,5.14
1984,11,25,24.48,5.99,1.86
1984,11,26,23.52,6.98,7.02
1984,11,27,24.15,11.88,5.0
1984,11,28,24.42,11.5,2.52
1984,11,29,24.64,0.45,4.95
1984,11,30,24.46,1.32,5.18
1984,12,1,24.19,0.5,4.76
1984,12,2,24.04,0.13,2.56
1984,12,3,23.82,0.81,3.73
1984,12,4,23.87,0.05,6.12
1984,12,5,24.12,0.03,6.71
1984,12,6,24.17,2.59,7.88
1984,12,7,24.1,1.14,10.09
1984,12,8,23.83,2.68,12.09
1984,12,9,23.4,7.57,12.22
1984,12,10,23.71,0.3,11.05
